昵称,产品ID,产品名,产品售价,产品分类,评价,评价类型
f***0,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,特别特别特别好，没有任何破损的地方，外观也好看，好评！?非常漂亮，做工精细，颜值担当，非常方便，?喜欢的朋友可以下手！很精致，质量非常好，很满意的一次购物。谢谢店家！在这里选购安全方便快捷?，快递小哥态度非常好，这个价格非常给力?，十分推荐，会继续回购,好评
q***7,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,相当不错了、之前觉得早晚刷牙就已经很干净了。自从用了他之后。才发现刷牙刷不到牙缝隙里面的残留物。强烈推荐，很好用。而且有四个档位，可以自由调节,好评
A***M,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,特意试用了一下才来评价的，效果特别好，以前别的冲牙器冲不出来的，这个小米的就轻松搞定，还有档位调节，放刷头的又干净卫生，买对了,好评
嬲***仙,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,老公牙不好，已经跑了两年多的医院了。医生建议购买一下这种产品，能更加干净的清洁口腔，减少口腔牙龈的种种问题。选了很多，最后选择这一款。样式简洁大方，价格实惠，使用起来也不错，不同档位总有一款适合你，总之很满意。在考虑购买一个自己用。,好评
x***5,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,外观设计美观，储水刚刚好，放满水不是很重，够一次清洁使用；配了多个冲洗牙的头，使用很方便；功能也非常全；物流非常快，强烈推荐,好评
P***2,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,物流快，头天下午买的第二天就送到了。送了四个喷头，适合不同人群。下面还有洞，方便注水。冲水力度也可调节，很人性化，用完口腔很舒服，推荐购买,好评
****2,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,家里娃娃9岁，矫正牙齿医生推荐每晚要用冲牙器，所以入手的小米这款，手感很棒，颜值担当，干干净净的一款，（只不过小朋友自己不能操作，大人帮忙的时候总会溅身上水）每晚像打水仗一样哈 大人自己使用非常之不错！推荐,好评
紫***阳,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,大品牌质量有保证，值得信赖，非常不错，时不时可以给牙齿做个保健，清理牙齿周边和牙缝里残留的食物残渣，提高口腔卫生环境，有益身体健康，牙好胃口才好！！！,好评
爱***杨,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,质感很不错 真的很喜欢 有需要还会回购的 物美价廉 质量很好 物流非常快 很喜欢 推荐购买 颜色也很干净 质感非常好 ?,好评
攀***愿,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,做工看着不错，就是用着一言难尽,中评
u***5,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小米的冲牙器做工精细，颜值很高，握持手感非常不错。试用了一下 操作方便，新手也很容易上手，冲水力道确实足够，口腔清洁效果不错。京东物流一如既往的给力。五星好评！,好评
****q,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,昨天晚上下单今早一早收到，打开一看做的特精致，饭后立即体验非常好，口腔的残渣冲洗的一干二净，这样可以保护牙齿?，又清洁了口腔的卫生，防止细菌感染。而且还配备了四种不同功能的喷嘴。,好评
p***9,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,动力不错，有四个模式可以选择，能够很好的清洗牙齿。附带有四个喷嘴，也能满足不同需要的选择。水流很稳，没有那种断断续续的情况出现。有智能断电功能，续航能力能满足日常短期中期出差需求！,好评
****s,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小米的产品做工确实精致，每一个细节都处理的很好。小机器看上去很小，但是喷出水的力道很足，有点专业洗牙的感觉。而且用下来感觉不错。快递也快。,好评
y***6,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,这款冲牙器外观大气漂亮，用起来很方便，多档调节，一般用最低档就可以了，刚开始需要适应一下，用几天之后就好多了，感觉如果冲牙的头能随意弯折就好了，好像还没有这种。,好评
S***X,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,品质做工：简约而不简单，拿起来挺有质感的，没有塑料感设计细节：多喷嘴满足多种需求，按钮设计突出人性化实际体验：很容易上手，没使用过冲牙器的需要注意第一次用牙龈会有些痒，需要适应推荐亮点：便携舒适，电池耐用，性价比之王快递服务：京东快递，一如既往地快，隔日达，风雨无阻,好评
灵***牛,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,发货好快，昨天午饭后下的单，今儿午饭后就用上了。包装很精致，小米一贯的干净利落造型、配色，今天午饭后第一次用，对我这种牙齿特别小牙缝特别紧的是个福音。以前都是用牙线，牙缝紧到用牙线都比较费劲，一旦吃了肉类食物有时不得不找很细那种缝纫线来代替。今儿午饭啃的大鹅，试了一下这个，还真不错，洗碗口腔清爽利索舒服。就是第一次用还不是很掌握它的脾气，一罐水灌满哪里需要2分钟啊，感觉瞬间就没了，今天洗牙用了四罐水，搞得我有点紧张，希望用熟练了会更顺手。,好评
幸***5,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,第一次买这个牌子的，相见恨晚的感觉，非常好用，尤其待机时间长，用了一周多了还很强劲，从前买的其它牌子的顶多用三天，不用经常充电省去很多麻烦！四个档位，下次用自动记住上一次用的模式，不用再切换了，很方便。外观颜值很漂亮，手感也很好。,好评
u***d,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小米的这款冲牙器应该是市面上性价比最高的了，用起来非常方便，体积也不大，方便携带，每天晚上刷牙后冲一下，可以很好的清洁牙缝，冲力很大。,好评
白***音,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小米家的产品颜值永远可以放心。对比市场上其他的冲牙器，个人觉得小米的质量和操作是比较好的。出水量可以根据自己的要求调整。非常人性化的设计。清洁起来也很方便。值得推荐。,好评
陌***3,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,给孩子买的，为了更好的保护牙齿，在两餐中间增加一重保护。选了多个品牌最后选了米家，性价比很高，水箱足够使用两三次。赠送多个嘴方便实用，更换涉及快捷。,好评
s***8,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,这个水牙线真的很赞，用了以后就停不下来，新手完全够用，第一次可能会有牙龈出血，但是可以接受，搭配家中的电动牙刷，牙齿顿时光洁好多，特别是对于蛀牙牙洞，冲完以后非常干净也很舒服，特别喜欢，是很惊喜的一件产品，强推！,好评
l***e,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,很好用的一款冲牙器，有多个档位可调节，力度正好，冲洗牙缝冲洗的很干净，很实用，外观简洁大方，性价比高。使用之后，喷嘴还可以自由拆卸，同时还赠送了很多种类的喷头，根据自己的需要选择即可。便捷的同时还能很好的节省空间，在搭配上内置的600Ah锂电池设计，IPX7级防水，即便长假出门游玩，高达45天的续航也足够用了，出门在外不必担心突然断电。很方便，京东服务好，物流快，值得购买。,好评
等***s,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,物流很快很满意，第一次用，敏感模式比较友好，真的可以冲出来刷牙刷不出来的东西，现在每次吃完饭就会用，以前没有注意口腔清洁导致有好多龋齿(ó﹏ò?)以后要好好保护牙齿！,好评
c***夏,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小米这款冲牙器真的是很好用，拆装方便，清洗很方便，配备了四个刷头，冲洗特别干净，轻柔模式也很舒服，好评，电量也很耐用，棒哦,好评
失***彬,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,冲牙器的各种模式，冲牙都非常之舒服，一开始要用舒适模式你习惯一下，之后用普通模式冲牙，牙齿非常之干净，菜叶都冲干净了，很棒的一款冲牙器。冲力强劲,好评
蓝***克,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,第二天送到，快递很给力，做工精致，很好的手感，出水也很流畅，等用一段时间再看看吧，现在看是可以的，整体很满意，就是不能用券，希望厂家以后活动力度大些,好评
熊***3,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,意外的好用的冲牙器哦～自带四中喷头～加水方便～清洁简单，方便携带，第一次加水后使用起来很快就适应了，日常刷牙触及不到的牙缝内部会被处理的干净，满分,好评
****n,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,使用一周用了第三个敏感模式，感觉非常舒适，最主要这款可以拆卸方便清洗，很棒！,好评
****v,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,给家里妈妈买的，她觉得冲力太大，用起来不适应。给家里妹妹用，也觉得习惯不了。最后就自己用，感觉还可以。吃饭后冲洗其实还比较方便。高科技产品越来越多，有趣。物流快，京东购物很爽，点赞。,好评
h***c,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,冲牙器这一款真的物美价廉，产品信得过。功能很多，有多个嘴可替换。水流强劲，可以冲掉牙缝里的杂质，清新口气。电池耐用，很喜欢。,好评
泡***子,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,最新牙周炎犯了，而且牙齿里面的的杂物，用电动牙刷怎么弄也弄不出来，幸好有他，不错不错，真的很好用，尤其对于牙齿有问题的人更是方便！,好评
考***树,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,好用，每次吃完饭，冲一下，能冲出很多食物残渣，看着很爽，冲完就不用刷牙了感觉，很清爽，有不同档位，可以针对不同力道，不错,好评
岐***园,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,这款水牙线太好用了！原来都是牙签不离手，每顿饭都得剔牙，担心对牙齿有损伤，有了这款水牙线放心了，舒可士代工，推荐！！！好评！,好评
走***芜,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,太棒了，第一次体验冲牙器，真的好用，能清理牙缝里正常刷牙无法清理的缝隙角落，每次吃完饭都要用冲牙器洗洗，口腔没有异味，更加自信，信任小米的产品，真的很棒，性价比超群，好评！,好评
